timestamp,date_GMT,status,attendance,home_team_name,away_team_name,referee,Game Week,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,Home Team Pre-Match xG,Away Team Pre-Match xG,team_a_xg,team_b_xg,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,over_15_2HG_percentage_pre_match,over_05_2HG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,stadium_name
1740009600,Feb 20 2025 - 12:00am,complete,N/A,Independência Futebol Clube,Manaus,N/A,N/A,0.00,0.00,1.00,0.50,1,1,2,0,0,0,"70","70",1,8,2,0,2,0,1,1,2,0,11,21,3,3,8,18,-1,-1,47,53,0.00,0.00,1.19,2.04,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,3.59,3.33,2.04,1.42,2.19,4.20,8.50,1.91,1.73,Arena da Floresta
1740011400,Feb 20 2025 - 12:30am,complete,N/A,ASA,Atlético GO,N/A,N/A,0.00,0.00,1.00,1.00,1,1,2,1,0,1,"67","42",3,4,3,0,3,0,1,2,2,1,16,5,6,1,10,4,-1,-1,50,50,0.00,0.00,1.58,0.58,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,3.98,3.37,1.91,1.42,2.00,4.20,9.00,1.93,1.73,Estádio Municipal Coaracy da Mata Fonseca
1740092400,Feb 20 2025 - 11:00pm,complete,N/A,Rio Branco-VN,Amazonas,N/A,N/A,0.00,0.00,0.50,1.00,0,0,0,0,0,0,"","",4,3,0,0,5,0,0,0,1,4,10,10,2,2,8,8,-1,-1,50,50,0.00,0.00,0.96,0.95,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,4.30,3.19,1.91,1.35,2.44,4.20,8.50,1.93,1.72,N/A
1740097800,Feb 21 2025 - 12:30am,complete,N/A,Olaria,ABC,N/A,N/A,0.00,0.00,1.50,0.00,1,0,1,1,1,0,"33","",1,13,1,0,0,0,1,0,0,0,4,15,2,8,2,7,-1,-1,50,50,0.00,0.00,0.56,2.20,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,9.68,4.85,1.24,1.48,2.39,4.40,9.00,1.89,1.75,Estádio Mourão Filho
1740520800,Feb 25 2025 - 10:00pm,complete,N/A,Maranhão,Vitória,N/A,N/A,0.00,0.00,0.00,1.50,0,1,1,0,0,0,"","81",0,9,2,0,4,0,1,1,2,2,8,13,1,6,7,7,-1,-1,50,50,0.00,0.00,1.13,2.01,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,5.70,3.66,1.61,1.32,2.10,3.60,7.30,2.10,1.63,Estádio Governador João Castelo Ribeiro Gonçalves
1740522600,Feb 25 2025 - 10:30pm,complete,N/A,Maringá,Juventude,N/A,N/A,0.00,0.00,1.75,0.00,1,0,1,1,1,0,"17","",9,6,-1,-1,-1,-1,-1,-1,-1,-1,15,8,6,1,9,7,-1,-1,50,50,0.00,0.00,1.62,0.80,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,4.40,3.45,1.81,1.39,2.15,3.90,8.00,2.05,1.68,Estádio Regional Willie Davids
1740522600,Feb 25 2025 - 10:30pm,complete,N/A,Barcelona BA,Athletic Club,N/A,N/A,0.00,0.00,0.00,2.00,1,2,3,2,0,2,"88","27,44",6,5,-1,-1,-1,-1,-1,-1,-1,-1,6,14,4,10,2,4,-1,-1,50,50,0.00,0.00,1.02,1.93,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,5.60,3.91,1.57,0.00,1.82,0.00,0.00,1.75,2.00,N/A
1740524400,Feb 25 2025 - 11:00pm,complete,N/A,Operário MT,Criciúma,N/A,N/A,0.00,0.00,0.00,2.25,0,1,1,1,0,1,"","9",5,4,0,1,2,0,0,1,0,2,2,7,0,3,2,4,-1,-1,53,47,0.00,0.00,0.48,1.10,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,6.50,3.00,1.65,1.41,2.11,4.10,7.60,2.20,1.62,N/A
1740529800,Feb 26 2025 - 12:30am,complete,N/A,Pouso Alegre,Atlético PR,N/A,N/A,0.00,0.00,0.00,1.63,0,2,2,1,0,1,"","4,74",0,2,-1,-1,-1,-1,-1,-1,-1,-1,7,7,2,5,5,2,-1,-1,50,50,0.00,0.00,1.01,1.28,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,7.10,4.40,1.42,1.22,1.80,2.88,5.30,2.05,1.68,N/A
1740529800,Feb 26 2025 - 12:30am,complete,N/A,CEOV Operário,Sport Recife,N/A,N/A,0.00,0.00,0.50,1.00,0,0,0,0,0,0,"","",3,13,-1,-1,-1,-1,-1,-1,-1,-1,4,22,0,6,4,16,-1,-1,27,73,0.00,0.00,0.38,2.21,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,8.20,4.30,1.40,1.26,1.82,3.00,5.50,2.05,1.68,Estádio Presidente Eurico Gaspar Dutra
1740596400,Feb 26 2025 - 7:00pm,complete,N/A,Dourados Atlético,Caxias,N/A,N/A,0.00,0.00,0.00,1.50,0,2,2,0,0,0,"","64,90'4",1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,4.50,3.61,1.76,1.53,2.20,4.20,8.50,2.05,1.70,Estádio Fredis Saldivar
1740607200,Feb 26 2025 - 10:00pm,complete,N/A,CSE,Tombense,N/A,N/A,0.00,0.00,0.00,1.50,1,3,4,2,0,2,"88","5,11,90'7",7,2,-1,-1,-1,-1,-1,-1,-1,-1,13,5,6,4,7,1,-1,-1,61,39,0.00,0.00,2.08,0.90,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,3.41,3.28,2.11,1.38,2.47,4.50,9.00,1.96,1.70,Estádio Municipal Juca Sampaio
1740607200,Feb 26 2025 - 10:00pm,complete,N/A,Guarany de Bagé,Altos,N/A,N/A,0.00,0.00,0.50,1.00,1,1,2,0,0,0,"89","48",6,3,3,0,2,0,1,2,1,1,18,8,9,3,9,5,-1,-1,54,46,0.00,0.00,2.07,0.97,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,2.67,3.11,2.67,1.53,2.65,5.00,11.00,2.20,1.62,Estádio Antônio Magalhães Rossel
1740607200,Feb 26 2025 - 10:00pm,complete,N/A,Cascavel CR,América Mineiro,N/A,N/A,0.00,0.00,1.50,0.00,1,0,1,1,1,0,"32","",3,3,4,0,4,0,2,2,4,0,11,4,4,1,7,3,-1,-1,50,50,0.00,0.00,1.32,1.03,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,3.96,3.37,1.92,1.35,2.10,3.60,7.25,1.90,1.77,Estádio Olímpico Regional Arnaldo Busatto
1740609000,Feb 26 2025 - 10:30pm,complete,N/A,Jequié,Retrô,N/A,N/A,0.00,0.00,0.00,1.17,1,2,3,3,1,2,"21","24,36",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,2.69,3.18,2.61,1.50,2.47,4.90,10.00,2.10,1.67,N/A
1740609000,Feb 26 2025 - 10:30pm,complete,N/A,Votuporanguense,Aparecidense,N/A,N/A,0.00,0.00,1.00,1.00,2,2,4,1,0,1,"74,90'3","40,86",6,2,2,0,1,0,2,0,1,0,13,16,5,3,8,13,-1,-1,50,50,0.00,0.00,1.71,1.72,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,3.27,3.06,2.29,1.50,2.25,4.75,10.00,2.05,1.70,Estádio Municipal Dr. Plínio Marin
1740609000,Feb 26 2025 - 10:30pm,complete,N/A,Águia de Marabá,Fluminense,N/A,N/A,0.00,0.00,0.00,2.20,0,8,8,4,0,4,"","12,15,32,45'1,69,71,79,82",1,11,0,0,0,0,0,0,0,0,1,34,0,18,1,16,7,8,36,64,0.00,0.00,0.15,3.99,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,11.00,5.40,1.26,1.24,1.72,2.80,5.30,2.20,1.57,Estádio Estadual Jornalista Edgar Augusto Proença
1740610800,Feb 26 2025 - 11:00pm,complete,N/A,Barcelona RO,Nova Iguaçu,N/A,N/A,0.00,0.00,0.00,1.50,1,4,5,3,1,2,"2","4,23,51,80",3,4,-1,-1,-1,-1,-1,-1,-1,-1,4,6,2,4,2,2,-1,-1,50,50,0.00,0.00,0.60,0.82,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,10.00,4.80,1.32,1.22,1.79,3.10,6.30,2.00,1.75,Estádio Aluízio Ferreira de Oliveira
1740610800,Feb 26 2025 - 11:00pm,complete,N/A,Maracanã,Ferroviário,N/A,N/A,0.00,0.00,0.50,1.00,1,1,2,1,0,1,"78","32",7,4,3,0,3,0,1,2,1,2,10,12,4,3,6,9,-1,-1,51,49,0.00,0.00,1.39,1.42,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,2.67,3.11,2.67,1.41,2.36,4.55,11.00,2.00,1.75,Estádio Olímpico Horácio Domingos de Sousa
1740610800,Feb 26 2025 - 11:00pm,complete,N/A,Parnahyba,Confiança,N/A,N/A,0.00,0.00,0.00,2.00,0,5,5,4,0,4,"","10,15,32,38,59",5,6,0,0,1,0,0,0,1,0,6,17,2,6,4,11,-1,-1,50,50,0.00,0.00,0.95,2.08,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,4.70,3.07,1.88,1.48,2.27,4.50,11.00,2.05,1.70,Estádio Municipal Pedro Alelaf
1740610800,Feb 26 2025 - 11:00pm,complete,N/A,União Carmolandense,América RN,N/A,N/A,0.00,0.00,1.50,0.00,4,2,6,4,2,2,"42,45'1,48,59","4,8",2,12,-1,-1,-1,-1,-1,-1,-1,-1,4,2,4,2,0,0,-1,-1,50,50,0.00,0.00,0.73,0.62,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,11.00,4.80,1.29,1.39,1.80,3.80,7.75,2.38,1.53,Estádio Leôncio de Souza Miranda
1740610800,Feb 26 2025 - 11:00pm,complete,N/A,Oratório,EC São José,N/A,N/A,0.00,0.00,0.00,2.00,1,3,4,1,1,0,"45","52,75,88",0,9,-1,-1,-1,-1,-1,-1,-1,-1,4,21,2,10,2,11,-1,-1,50,50,0.00,0.00,0.51,2.43,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,5.25,3.50,1.65,1.42,2.19,4.20,8.50,2.20,1.62,Estádio Milton Corrêa
1740612600,Feb 26 2025 - 11:30pm,complete,N/A,GAS,Remo,N/A,N/A,0.00,0.00,0.00,1.50,0,4,4,1,0,1,"","18,57,59,83",2,3,-1,-1,-1,-1,-1,-1,-1,-1,16,22,4,9,12,13,-1,-1,50,50,0.00,0.00,1.69,2.40,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,7.10,4.50,1.42,1.27,1.82,3.05,5.55,2.10,1.67,Estádio Flamarion Vasconcelos
1740614400,Feb 27 2025 - 12:00am,complete,N/A,Humaitá,Operário PR,N/A,N/A,0.00,0.00,1.00,1.50,0,0,0,0,0,0,"","",1,11,-1,-1,-1,-1,-1,-1,-1,-1,7,14,2,3,5,11,-1,-1,50,50,0.00,0.00,0.81,1.99,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,8.80,4.50,1.36,1.25,1.87,3.08,5.65,2.50,1.50,Arena da Floresta
1740616200,Feb 27 2025 - 12:30am,complete,N/A,Concórdia AC,Ponte Preta,N/A,N/A,0.00,0.00,1.50,0.00,2,1,3,2,1,1,"45,51","14",2,11,-1,-1,-1,-1,-1,-1,-1,-1,4,20,2,3,2,17,-1,-1,50,50,0.00,0.00,0.65,2.04,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,3.80,3.00,2.00,1.48,2.19,4.30,9.20,2.10,1.65,Estádio Domingos Machado de Lima
1740693600,Feb 27 2025 - 10:00pm,complete,N/A,Ceilândia,Coritiba,N/A,N/A,0.00,0.00,1.00,1.00,2,2,4,0,0,0,"","",4,6,3,0,0,0,0,3,0,0,9,18,6,4,3,14,-1,-1,50,50,0.00,0.00,1.36,1.88,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,4.60,3.34,1.81,1.36,2.42,3.60,7.25,1.98,1.73,Estadio Ciro López
1740693600,Feb 27 2025 - 10:00pm,complete,N/A,Sousa,Bragantino,N/A,N/A,0.00,0.00,1.00,0.83,1,1,2,0,0,0,"53","90'10",3,4,3,0,1,0,1,2,0,1,16,11,4,4,12,7,15,11,42,58,0.00,0.00,1.60,1.32,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,8.50,4.40,1.38,1.38,1.87,3.85,7.80,2.05,1.70,Estádio Governador Antônio Mariz
1740697200,Feb 27 2025 - 11:00pm,complete,N/A,Rio Branco ES,Novorizontino,N/A,N/A,0.00,0.00,0.00,1.50,1,3,4,2,1,1,"14","45'4,83,87",3,7,1,0,2,0,1,0,1,1,6,17,4,4,2,13,-1,-1,50,50,0.00,0.00,0.91,1.71,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,6.20,4.50,1.46,1.17,1.72,2.75,5.35,1.83,1.87,Estádio Salvador Venâncio da Costa
1740700800,Feb 28 2025 - 12:00am,complete,2036,Portuguesa,Botafogo PB,N/A,N/A,0.00,0.00,1.00,1.00,1,1,2,2,1,1,"11","3",4,2,2,0,6,0,1,1,2,4,12,7,5,4,7,3,-1,-1,50,50,0.00,0.00,1.67,1.07,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,2.00,3.00,3.90,1.36,2.16,3.80,8.00,1.87,1.90,Estádio Dr. Oswaldo Teixeira Duarte
1740702600,Feb 28 2025 - 12:30am,complete,N/A,Inter de Limeira,Vila Nova,N/A,N/A,0.00,0.00,1.00,1.00,0,0,0,0,0,0,"","",1,3,3,1,5,0,2,2,2,3,11,9,3,4,8,5,-1,-1,50,50,0.00,0.00,1.33,1.20,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,3.29,3.34,2.14,1.36,2.20,4.33,7.90,1.95,1.76,Estádio Major José Levy Sobrinho
1741134600,Mar 05 2025 - 12:30am,complete,N/A,Aparecidense,Cascavel CR,N/A,N/A,1.00,3.00,1.00,1.50,1,0,1,0,0,0,"90'5","",2,2,3,0,2,0,1,2,1,1,9,6,2,2,7,4,13,15,52,48,1.72,1.32,1.11,0.82,2.50,50,50,50,50,0,0,100,50,50,5.00,5.00,2.41,3.32,2.82,1.40,2.15,4.00,8.00,1.95,1.73,Estádio Annibal Batista de Toledo
1741212000,Mar 05 2025 - 10:00pm,complete,N/A,Caxias,Fluminense,N/A,N/A,3.00,3.00,1.50,2.20,1,2,3,1,0,1,"69","41,66",2,8,1,0,1,0,0,1,0,1,16,20,6,6,10,14,15,7,40,60,0.00,3.99,1.56,2.14,5.00,0,100,50,50,50,50,50,100,100,12.00,-1.00,7.30,4.33,1.42,1.29,2.00,3.60,6.00,2.05,1.73,Estádio Francisco Stédile
1741213800,Mar 05 2025 - 10:30pm,complete,N/A,Atlético Mineiro,Manaus,N/A,N/A,3.00,1.00,1.63,0.50,4,1,5,2,2,0,"18,32,48,65","52",12,2,1,0,1,0,0,1,0,1,14,3,5,2,9,1,16,8,75,25,2.67,2.04,2.15,0.63,2.00,50,100,0,0,0,0,0,100,100,19.00,4.00,1.23,5.80,12.00,1.17,1.57,2.65,4.33,2.80,1.36,N/A
1741221000,Mar 06 2025 - 12:30am,complete,N/A,Nova Iguaçu,Vasco da Gama,N/A,N/A,3.00,3.00,1.50,1.50,0,3,3,3,0,3,"","10,21,39",3,3,3,0,0,0,1,2,0,0,8,18,4,7,4,11,14,14,34,66,0.82,3.00,0.98,2.03,4.00,50,100,100,50,50,50,50,100,100,12.00,0.00,3.75,4.00,1.75,1.38,2.25,4.25,9.20,2.16,1.57,Estádio Jânio de Moraes
1741300200,Mar 06 2025 - 10:30pm,complete,N/A,Maringá,União Carmolandense,N/A,N/A,3.00,3.00,1.75,1.50,4,2,6,5,4,1,"3,15,26,45","40,74",4,7,-1,-1,-1,-1,-1,-1,-1,-1,19,12,8,5,11,7,-1,-1,54,46,1.62,0.73,2.18,1.51,3.50,50,50,50,50,50,50,100,50,50,11.00,-2.00,1.49,4.10,6.40,1.22,1.87,2.80,4.75,2.00,1.75,Estádio Regional Willie Davids
1741307400,Mar 07 2025 - 12:30am,complete,N/A,Olaria,Brusque,N/A,N/A,3.00,3.00,1.50,1.75,1,2,3,1,0,1,"72","34,82",4,7,1,0,3,0,1,0,0,3,1,2,1,2,0,0,-1,-1,33,67,0.56,2.51,0.00,0.00,1.50,0,50,0,0,0,0,100,0,50,5.00,4.00,3.70,3.38,1.98,1.44,2.20,4.10,10.00,2.10,1.70,Estádio Luso-Brasileiro
1741730400,Mar 11 2025 - 10:00pm,complete,N/A,CEOV Operário,Novorizontino,N/A,N/A,1.00,3.00,0.50,1.50,0,1,1,1,0,1,"","43",2,5,1,0,3,0,1,0,1,2,8,17,0,6,8,11,13,25,52,48,0.38,1.71,0.83,2.10,2.00,50,50,50,50,0,50,50,50,50,10.00,1.00,4.90,2.91,1.92,1.35,1.95,3.92,7.90,1.95,1.80,Estádio Presidente Eurico Gaspar Dutra
1741732200,Mar 11 2025 - 10:30pm,complete,N/A,Remo,Criciúma,N/A,N/A,3.00,3.00,1.50,2.25,1,2,3,2,1,1,"45'3","27,82",7,13,2,0,0,0,0,2,0,0,8,20,4,8,4,12,-1,-1,50,50,2.40,1.10,1.08,2.22,2.50,0,50,50,50,0,0,100,50,50,7.00,1.00,2.89,2.80,2.73,1.24,1.89,3.10,6.35,1.80,1.95,Estádio Estadual Jornalista Edgar Augusto Proença
1741739400,Mar 12 2025 - 12:30am,complete,N/A,Botafogo PB,Concórdia AC,N/A,N/A,1.00,3.00,1.00,1.50,4,0,4,2,2,0,"25,35,50,63","",3,0,0,0,0,0,0,0,0,0,16,5,5,1,11,4,13,13,50,50,1.07,0.65,1.65,0.56,2.50,100,100,50,0,0,100,100,0,50,4.00,5.00,1.75,3.25,4.75,1.38,2.20,4.00,9.10,2.30,1.55,N/A
1741739400,Mar 12 2025 - 12:30am,complete,N/A,Bragantino,EC São José,N/A,N/A,1.00,3.00,0.83,2.00,1,1,2,1,1,0,"6","49",8,3,-1,-1,-1,-1,-1,-1,-1,-1,24,5,7,2,17,3,-1,-1,65,35,1.32,2.43,2.63,0.69,3.00,100,100,50,50,0,0,50,100,100,13.00,0.00,1.35,4.90,8.10,1.25,1.79,2.95,5.45,2.10,1.67,N/A
1741816800,Mar 12 2025 - 10:00pm,complete,N/A,Vitória,Náutico,N/A,N/A,3.00,3.00,1.50,1.50,0,2,2,2,0,2,"","26,34",6,3,1,0,2,0,0,1,0,2,12,5,5,2,7,3,-1,-1,50,50,2.01,1.63,1.92,0.63,2.50,0,50,50,50,0,0,50,50,100,14.00,6.00,1.43,4.10,7.90,1.30,1.89,3.40,6.75,2.25,1.57,Estádio Manoel Barradas
1741818600,Mar 12 2025 - 10:30pm,complete,N/A,Athletic Club,Grêmio,N/A,N/A,3.00,1.00,2.00,0.75,3,3,6,3,1,2,"2,47,90'4","11,20,88",4,9,3,0,3,1,0,3,2,2,18,10,10,8,8,2,13,18,68,32,1.93,2.12,2.26,1.54,2.50,100,100,50,0,0,50,50,50,100,16.00,4.00,4.50,3.41,1.80,1.33,1.89,3.35,6.00,2.00,1.75,N/A
1741818600,Mar 12 2025 - 10:30pm,complete,N/A,Operário PR,Tombense,N/A,N/A,1.00,3.00,1.50,1.50,1,0,1,1,1,0,"1","",5,3,2,0,3,0,0,2,1,2,17,9,7,2,10,7,15,10,52,48,1.99,0.90,2.07,0.94,2.00,50,50,50,50,0,50,50,50,50,13.00,-2.00,2.10,3.10,3.20,1.42,2.15,4.50,9.20,1.95,1.80,Estádio Germano Krüger
1741820400,Mar 12 2025 - 11:00pm,complete,N/A,Capital Brasilia,Porto Velho,N/A,N/A,1.00,1.00,1.75,0.50,3,1,4,2,2,0,"34,36,83","90'1",11,1,-1,-1,-1,-1,-1,-1,-1,-1,16,10,5,4,11,6,-1,-1,66,34,1.40,0.88,1.76,1.09,0.00,0,0,0,0,0,0,0,0,0,5.00,5.00,1.83,3.40,4.33,1.40,2.37,4.20,7.90,2.20,1.62,N/A
1741820400,Mar 12 2025 - 11:00pm,complete,N/A,Maracanã,Ceilândia,N/A,N/A,1.00,1.00,0.50,1.00,0,0,0,0,0,0,"","",4,2,-1,-1,-1,-1,-1,-1,-1,-1,12,4,3,1,9,3,-1,-1,52,48,1.39,1.36,1.41,0.78,3.00,100,100,50,50,0,0,50,0,50,11.00,6.00,2.22,2.86,3.69,1.55,2.10,4.50,9.00,2.10,1.67,Estádio Olímpico Horácio Domingos de Sousa
1741825800,Mar 13 2025 - 12:30am,complete,N/A,Atlético GO,Retrô,N/A,N/A,1.00,3.00,1.00,1.17,1,1,2,1,0,1,"60","40",6,2,1,0,0,0,0,1,0,0,15,10,1,2,14,8,20,20,60,40,0.58,0.00,1.51,1.06,2.50,100,100,50,0,0,50,100,0,50,4.00,2.00,1.47,4.10,6.80,1.36,1.91,3.70,8.10,1.95,1.80,N/A
